age,population density,education,employed,salary,chronic illness,dash speed,run speed,lives in flat,creativity,food supply,survival time
51,4990.6,2,1,22853.94,1,5.580,2.367,0,47.9,3.7,8.2
54,3994.1,0,1,21473.40,0,5.705,3.174,1,22.5,5.9,11.8
27,398.6,2,1,28943.41,0,6.464,3.547,0,47.2,9.3,14.0
57,1506.8,4,1,28091.51,0,5.771,3.187,0,90.5,2.2,7.7
24,91.1,3,0,2852.71,0,6.988,3.794,0,63.1,0.3,5.8
69,1570.0,4,0,30315.30,1,1.138,0.591,1,69.2,6.3,13.6
44,1169.4,0,1,27509.13,1,5.559,2.632,0,43.3,9.4,14.5
15,125.5,0,0,211.81,1,6.274,3.022,0,43.5,0.5,5.3
6,4283.0,0,0,388.82,0,4.539,2.001,0,27.6,0.7,4.7
67,142.8,3,0,3387.81,1,4.551,0.593,0,52.3,0.3,4.6
34,2555.5,3,1,26318.11,0,6.139,2.838,1,76.5,1.8,9.1
5,1383.5,0,0,113.83,0,4.423,2.395,1,43.5,0.2,6.8
87,161.3,4,0,31957.96,1,3.606,0.524,0,60.7,3.5,8.1
47,1073.6,3,1,40102.15,1,4.739,2.447,0,72.3,9.0,13.9
63,3433.4,4,0,3471.51,0,4.396,1.552,0,91.9,0.2,5.8
50,349.1,4,0,3773.35,0,6.468,2.996,0,94.8,0.9,6.6
73,327.0,1,1,22068.29,0,3.427,1.267,0,9.0,3.8,8.2
36,4283.0,0,1,10025.00,0,6.277,2.862,0,36.4,1.2,5.6
68,182.1,0,0,10221.77,1,6.012,0.773,0,10.6,3.2,7.2
75,229.9,4,0,104040.36,1,4.271,0.511,0,80.8,5.8,11.9
31,2221.2,0,0,2411.94,0,5.808,2.823,0,45.6,0.8,5.0
12,4295.9,0,0,30.80,0,5.784,2.646,0,41.5,1.1,6.3
77,2629.0,0,0,25549.24,1,1.061,0.500,0,10.3,4.7,8.1
36,7164.4,0,1,13575.06,0,6.669,3.773,0,49.8,2.1,7.6
62,400.2,0,1,17325.03,0,4.961,2.100,0,22.6,4.3,8.2
31,388.8,3,1,24009.65,0,5.733,2.742,0,96.3,7.5,13.4
35,2196.9,4,1,45840.57,0,6.816,3.498,1,98.9,7.4,16.4
22,864.9,1,1,13659.15,1,6.756,3.458,0,29.0,3.6,8.6
34,69.6,0,1,20337.05,0,6.248,3.708,0,37.5,8.0,12.7
84,4295.9,2,0,30940.15,1,4.280,0.620,1,12.8,5.0,11.2
66,1992.3,4,0,2328.65,0,4.767,2.073,0,85.6,1.0,6.6
26,229.4,0,1,7761.13,1,6.726,3.263,0,35.3,2.7,8.2
23,655.2,2,1,21831.52,1,6.464,3.646,0,36.6,7.1,11.7
11,13650.3,0,0,1376.27,0,5.369,2.360,0,36.5,0.3,5.8
5,9584.0,0,0,1115.41,0,4.400,2.454,1,29.5,0.8,6.7
35,382.2,3,0,3434.32,0,7.192,3.415,0,61.3,0.3,5.8
82,407.6,0,0,15827.67,0,4.636,2.519,0,-13.8,4.3,8.2
49,1506.8,1,1,31922.87,1,5.541,2.772,0,35.8,2.4,8.3
8,388.8,0,0,98.93,0,5.065,2.514,0,42.8,0.3,4.8
27,157.7,4,1,17496.09,0,6.481,3.218,0,99.2,4.2,11.5
44,816.1,0,1,12746.91,1,1.390,0.831,0,40.0,2.4,6.6
49,29.1,4,0,3541.92,0,4.943,2.191,0,95.5,0.8,7.8
79,1548.7,3,0,39078.01,0,4.151,2.065,0,36.7,4.6,10.6
45,4266.4,0,1,10025.08,1,5.712,2.717,1,30.9,2.9,9.8
51,4283.0,0,1,26033.18,0,4.452,2.228,0,26.1,5.9,10.0
26,536.6,4,1,32918.09,0,6.182,2.658,0,97.0,4.9,10.4
21,1506.8,2,1,15402.06,1,5.752,3.033,0,50.5,4.1,8.7
74,2761.3,2,0,22125.65,1,4.890,0.388,1,26.0,2.5,8.5
26,1506.8,4,0,3312.94,0,6.431,3.141,0,105.3,1.3,7.1
86,557.5,2,0,14066.64,1,3.103,0.378,0,22.6,3.5,7.2
17,156.2,2,1,2423.67,0,6.693,3.710,0,48.0,0.4,4.9
35,1633.4,4,1,51314.75,0,6.085,2.831,0,98.3,6.3,12.4
91,157.7,0,0,18516.81,0,2.188,0.717,0,2.0,4.8,8.1
7,128.5,0,0,261.70,0,4.619,2.474,0,45.0,0.5,5.7
35,3268.3,4,1,36681.20,0,6.392,3.012,1,104.7,5.4,15.0
33,161.2,3,1,36003.42,1,6.415,2.903,0,68.9,11.4,16.3
5,327.3,0,0,30.52,0,4.357,1.792,0,27.2,1.0,5.0
48,239.6,3,1,27791.17,1,6.428,3.214,0,55.7,2.9,9.4
39,15794.5,0,1,16547.94,1,5.877,3.097,0,36.7,0.8,6.7
37,398.6,4,1,21286.49,0,6.233,2.902,0,98.3,4.9,10.5
12,76.4,0,0,277.19,0,5.979,3.112,0,44.2,0.6,5.0
69,4956.9,3,0,28596.56,0,4.676,1.953,1,40.9,3.8,10.0
21,3994.1,4,0,2237.72,0,5.654,3.020,0,88.7,0.7,7.1
20,413.0,2,1,22152.98,0,6.857,3.419,0,42.9,2.6,9.1
56,1706.0,0,0,2183.74,1,5.122,0.609,1,26.6,0.4,8.4
12,200.6,0,0,628.05,0,5.416,2.863,0,40.6,0.3,4.4
75,125.5,4,0,55808.51,1,1.232,0.633,0,81.4,10.7,16.2
41,1044.8,2,1,30417.63,0,6.398,3.295,0,37.2,8.2,14.6
3,741.6,0,0,0.00,1,4.038,1.947,0,37.7,0.2,4.7
88,221.1,3,0,30158.95,1,0.834,0.387,0,36.8,7.4,11.7
20,343.4,2,1,15114.93,0,5.966,2.588,0,57.9,3.9,9.6
46,536.6,4,1,47385.92,1,6.241,0.887,0,96.7,8.6,14.3
56,4042.2,4,1,36397.91,0,6.181,2.454,0,85.1,6.6,12.0
61,1344.9,2,0,3333.13,0,5.059,2.651,0,36.9,1.2,7.3
60,5186.0,4,0,3381.12,0,4.855,2.772,0,89.6,0.5,6.0
44,4990.6,4,1,39901.82,0,5.764,2.939,1,93.2,3.8,11.7
54,929.0,2,0,3045.34,1,5.105,2.569,0,40.2,0.4,5.1
53,355.8,4,1,45099.39,1,6.443,3.022,0,106.5,7.9,14.0
2,3480.6,0,0,0.00,0,3.467,1.810,0,42.5,0.9,5.5
55,1506.8,3,1,23725.97,0,4.831,2.869,0,61.6,9.3,14.6
49,375.9,1,1,16891.93,0,5.021,2.545,0,32.0,6.2,10.5
71,1786.3,3,1,14815.42,0,4.084,1.819,0,37.0,5.2,9.3
33,5145.2,3,1,33213.88,1,5.336,2.244,1,69.7,3.1,10.6
11,3057.6,0,0,1343.37,0,5.665,2.323,0,37.6,1.0,5.4
27,9546.7,3,1,40799.98,1,6.651,3.764,0,77.3,0.8,6.9
1,4078.2,0,0,0.00,0,3.375,1.452,1,38.9,1.0,8.3
1,581.2,0,0,0.00,1,3.617,1.852,0,34.2,0.2,6.9
26,4266.4,4,0,3576.66,0,6.221,3.022,0,102.8,0.8,7.9
41,2196.9,0,0,2003.21,1,5.516,2.758,1,49.4,0.7,7.4
40,977.6,2,1,32301.03,0,6.666,3.406,1,60.8,5.7,13.4
31,1153.5,4,1,29328.04,0,7.135,3.354,0,97.4,3.7,9.3
91,413.0,4,0,54293.09,1,2.422,0.312,0,67.5,5.4,10.6
47,4266.4,3,1,30387.22,0,5.824,2.766,1,69.6,3.6,10.5
26,2562.9,4,1,21303.89,0,6.220,2.930,0,112.1,2.6,8.5
7,1706.0,0,0,61.86,0,4.819,2.263,0,41.2,1.1,5.4
3,388.8,0,0,0.00,0,3.781,2.119,0,21.4,0.7,4.4
3,234.2,0,0,0.00,0,3.795,1.919,0,38.7,0.9,7.2
21,1706.0,3,0,1894.00,0,6.756,3.379,1,71.9,0.7,11.3
76,4333.6,0,0,2280.63,1,3.505,0.472,0,12.2,0.6,4.2
25,5145.2,4,1,21539.55,0,5.954,2.927,1,103.2,3.6,13.6
69,525.8,0,0,2266.44,1,3.644,0.512,0,11.1,0.7,4.8
61,400.2,0,0,3359.06,1,4.051,1.979,0,13.5,0.8,4.3
62,3401.7,4,1,43335.30,0,5.789,3.091,0,89.9,6.8,12.3
12,2376.7,0,0,240.24,0,6.083,2.920,1,58.4,0.3,7.4
3,142.8,0,0,0.00,0,3.899,1.661,0,33.9,0.9,6.1
34,4990.6,3,1,27332.04,1,7.307,3.843,1,81.2,2.8,11.7
23,630.1,4,0,2843.97,0,6.138,2.683,0,99.5,0.6,6.4
50,3401.7,0,0,3630.26,1,5.273,2.961,0,25.3,1.3,6.3
27,744.2,0,1,21619.53,0,5.584,2.725,0,30.8,6.8,11.1
73,161.3,4,0,18504.53,0,4.656,2.023,0,88.2,4.8,11.3
28,272.0,1,1,21803.60,0,5.928,2.850,0,37.6,4.8,8.9
13,2636.8,0,0,507.26,1,5.747,3.020,0,52.9,1.0,6.5
23,2300.5,4,1,20716.55,0,5.264,2.476,0,92.2,4.1,9.6
65,1417.1,4,0,2794.77,1,5.366,0.701,1,63.7,0.3,7.1
53,292.9,4,1,41765.97,1,4.765,2.251,0,94.8,3.2,9.4
55,584.9,0,0,2393.57,1,6.294,3.068,0,19.7,0.7,4.3
65,82.6,4,0,3232.77,0,5.379,2.561,0,92.9,1.1,7.0
5,525.8,0,0,15.76,0,4.407,2.287,0,49.9,1.0,6.7
11,1995.2,0,0,270.84,0,5.337,2.701,0,40.3,0.2,4.3
5,3480.6,0,0,94.59,1,4.380,1.836,0,63.5,1.0,6.3
53,5171.7,4,0,3710.31,0,5.102,2.598,0,85.3,0.9,6.3
35,6053.4,4,1,57285.10,1,6.556,3.535,1,93.2,2.2,9.8
35,2541.3,4,1,33881.86,0,6.736,3.570,0,94.3,6.4,12.3
32,2541.3,4,1,51679.58,0,7.379,3.914,1,120.1,2.6,13.0
70,3057.6,4,0,32234.52,1,4.894,0.556,1,70.1,7.9,14.9
27,559.9,0,1,21098.80,1,5.358,2.700,0,43.6,4.3,9.0
64,2117.7,4,0,3602.45,1,5.295,0.658,0,67.5,0.7,6.1
77,165.7,0,0,3546.65,0,3.092,1.919,0,4.0,1.0,4.3
1,9546.7,0,0,0.00,0,3.093,1.790,1,43.8,0.7,7.7
53,634.5,0,0,2503.39,0,5.421,2.718,0,30.1,1.1,6.3
68,4266.4,4,0,22602.87,0,5.636,2.773,1,76.8,1.9,9.0
23,2749.3,2,1,11100.95,0,7.023,3.544,0,59.2,4.4,10.4
88,7838.7,4,0,16888.92,1,0.802,0.337,0,73.5,1.7,8.3
23,3722.4,4,0,3051.47,1,7.290,3.420,1,99.2,0.6,8.1
37,1492.8,0,1,5191.76,0,7.021,3.822,0,24.8,0.9,4.7
45,433.9,0,1,15551.28,0,5.899,2.541,0,34.0,4.0,8.8
61,291.9,3,1,19718.95,1,5.062,2.189,0,63.7,2.8,10.5
63,4042.2,0,0,2037.53,0,4.863,2.458,0,20.4,0.9,4.7
43,515.8,3,1,38420.37,1,5.593,2.587,0,59.5,3.1,8.9
9,5171.7,0,0,549.50,0,5.364,2.451,1,39.3,0.7,9.0
20,193.5,3,1,2999.88,0,6.114,3.026,0,69.5,1.1,6.9
7,234.2,0,0,316.29,0,4.672,2.138,0,43.6,0.7,6.8
7,1506.8,0,0,37.22,0,4.936,2.258,0,30.7,1.2,5.7
63,234.2,4,0,3147.05,1,4.760,2.057,0,74.8,1.2,8.1
9,1060.7,0,0,56.05,0,4.994,2.378,1,40.6,0.2,9.0
39,1444.5,3,1,34197.06,0,6.167,2.601,1,66.7,10.1,19.0
24,86.0,1,1,9771.85,1,6.951,3.445,0,24.7,2.7,7.0
53,1506.8,0,0,2727.47,0,4.773,2.419,0,24.8,0.7,4.4
22,2468.7,3,1,18807.55,1,6.707,3.521,0,75.9,4.7,10.1
31,9584.0,2,1,38541.90,0,7.262,3.086,1,50.4,1.1,8.7
34,1444.5,2,1,31084.40,0,5.539,2.884,0,46.2,6.8,11.1
5,2217.4,0,0,2.47,0,4.333,2.091,1,23.0,0.8,6.7
22,4990.6,4,0,1768.79,1,7.244,0.824,0,94.1,0.7,7.5
50,1169.4,4,1,52190.29,1,5.699,0.739,0,93.0,8.3,15.1
3,2300.5,0,0,0.00,0,3.842,1.670,0,59.6,0.3,6.9
7,584.9,0,0,219.22,0,4.468,1.974,0,52.6,0.9,6.1
13,9686.9,0,0,604.59,0,5.467,2.362,0,37.3,0.4,4.6
39,157.7,3,1,32913.54,0,6.106,2.673,0,58.4,7.9,13.6
44,3480.6,2,1,28861.97,0,5.678,2.518,0,45.6,1.9,6.5
36,349.1,0,1,24770.70,0,6.216,3.719,0,38.7,9.7,13.7
7,15794.5,0,0,214.48,0,5.037,2.391,1,35.6,0.7,6.8
85,272.0,4,0,62636.50,1,4.122,0.541,0,67.2,5.9,13.0
50,192.9,4,0,2490.80,1,6.151,3.150,0,97.0,1.0,9.8
67,106.2,2,0,3050.73,1,1.029,0.559,0,21.4,0.5,5.3
34,11174.1,0,1,10583.87,0,6.046,2.926,0,28.2,0.8,5.1
32,229.4,0,1,19356.89,0,6.797,3.261,0,49.9,5.4,9.7
8,274.9,0,0,195.36,1,4.823,1.903,0,32.4,0.6,4.5
21,1037.5,0,0,3136.12,0,6.702,2.914,0,39.4,0.7,5.6
85,373.4,0,0,21183.14,1,0.984,0.489,0,16.8,7.0,11.8
51,1752.4,0,1,7210.66,0,5.681,2.357,0,35.3,2.0,6.3
35,584.9,1,1,23285.35,0,5.778,2.341,0,33.3,4.0,9.4
83,783.3,4,0,78143.35,0,3.430,2.051,0,78.2,5.6,10.8
35,4990.6,4,0,3443.92,0,5.188,2.820,0,100.9,0.7,6.4
27,6591.8,0,1,22091.38,0,5.410,2.946,1,21.7,2.0,9.7
87,554.3,3,0,32316.30,1,0.947,0.461,0,40.9,9.0,13.1
2,388.8,0,0,0.00,0,3.686,1.972,0,47.3,0.4,4.7
71,1357.8,4,0,65057.86,1,5.424,0.625,0,75.5,10.1,15.5
46,1718.8,4,1,35324.46,0,5.279,2.322,0,82.9,8.5,13.8
53,3336.0,3,1,33628.82,1,5.159,2.600,0,46.4,6.2,10.4
38,354.8,0,1,20567.05,0,5.805,3.242,0,31.4,3.0,7.4
6,640.1,0,0,155.70,0,4.633,2.002,0,32.6,0.4,8.6
72,961.4,2,0,32278.59,1,1.112,0.626,1,37.5,2.7,10.2
39,458.5,2,1,24985.53,1,7.025,3.357,0,52.2,4.2,8.7
54,79.4,3,1,29702.91,1,4.702,2.341,0,61.3,9.3,16.1
69,9686.9,0,0,5683.53,0,5.335,2.736,1,11.8,0.9,6.8
35,655.2,0,1,20232.12,0,5.384,2.231,0,33.0,5.2,9.5
64,1044.8,2,0,3025.64,1,5.176,2.585,0,22.1,0.5,4.3
19,10609.4,2,0,2135.34,0,5.605,2.815,1,52.6,1.1,9.0
36,186.8,3,0,3238.52,0,5.709,2.837,0,59.8,0.8,5.4
33,4042.2,0,1,18895.98,0,6.218,3.314,0,33.6,6.5,11.0
39,1700.6,0,1,24798.32,1,5.694,2.928,0,29.4,4.3,11.2
65,195.7,4,0,3717.47,0,3.605,1.814,0,80.9,0.6,5.8
75,4295.9,0,0,23282.50,1,1.187,0.493,0,12.6,2.8,6.9
36,192.9,4,1,33058.76,0,5.925,2.518,0,103.8,2.5,8.3
47,933.8,4,1,37194.62,1,5.525,2.899,0,99.7,8.6,15.2
57,584.9,3,0,3116.03,1,4.604,0.540,0,67.6,0.8,6.1
43,1060.7,2,1,25385.79,0,6.888,3.515,0,38.2,5.2,9.8
75,4069.8,3,0,31976.97,0,3.767,2.009,1,45.7,4.7,11.2
41,200.6,0,1,17561.49,1,5.379,2.749,0,41.1,4.9,9.1
9,186.8,0,0,53.29,0,4.669,2.342,0,51.4,1.2,5.6
49,42.8,3,1,35234.76,0,5.468,2.551,0,55.3,9.9,14.4
43,2551.0,3,1,33835.78,0,5.239,2.320,1,64.7,8.8,15.7
34,4515.1,4,1,38188.79,0,5.521,2.924,1,104.2,6.2,15.7
36,554.3,2,1,26172.68,0,6.243,3.091,0,46.2,4.4,10.8
76,1752.4,1,0,23264.35,1,0.993,0.591,0,20.1,4.2,7.8
24,6113.9,3,1,30221.44,0,6.647,3.443,0,62.6,1.5,7.1
3,41.6,0,0,0.00,0,3.932,1.962,0,34.2,0.6,5.1
56,4287.6,4,0,3864.69,0,5.422,3.021,1,86.7,1.1,9.2
35,5145.2,4,1,42163.90,0,7.335,3.503,0,102.4,4.6,10.2
1,11843.8,0,0,0.00,0,2.987,1.937,1,45.5,0.6,6.9
1,1417.1,0,0,0.00,0,3.530,1.406,0,46.1,1.1,5.7
69,337.9,4,0,25248.99,0,5.786,2.939,0,77.2,8.4,15.1
38,278.1,4,1,35358.22,0,6.978,3.237,0,88.5,3.5,9.5
67,4990.6,3,1,18913.92,1,5.778,0.726,1,52.4,2.5,9.0
2,1015.7,0,0,0.00,0,3.795,1.997,1,28.8,1.1,9.0
1,2342.4,0,0,0.00,0,3.338,1.574,1,33.2,0.2,6.4
42,4295.9,4,1,32005.67,1,5.857,2.723,0,98.7,2.3,8.7
69,442.8,0,1,11697.34,1,4.798,0.567,0,-3.5,2.8,7.7
23,2217.4,3,0,2812.88,0,6.027,3.174,0,68.6,0.6,5.7
35,64.1,0,1,26612.51,0,6.248,2.702,0,50.4,2.6,7.0
11,2636.8,0,0,177.13,1,5.679,2.984,1,50.7,0.4,7.7
33,1073.6,3,1,36293.32,1,5.533,2.610,0,67.5,2.0,7.5
19,433.9,0,0,1892.04,0,6.838,3.134,0,33.7,0.5,4.6
8,108.4,0,0,847.81,0,4.793,2.523,0,41.5,0.9,5.3
45,630.1,4,0,3646.21,0,6.356,3.159,0,99.5,0.6,7.0
22,3052.7,4,1,34109.92,0,6.166,2.645,0,88.2,6.9,14.0
65,449.3,4,1,55070.09,1,4.204,0.544,0,80.4,8.2,13.4
32,2562.9,4,1,57612.71,0,6.321,2.937,1,93.1,2.9,10.8
64,3268.3,2,0,2808.34,0,4.567,1.966,1,33.0,0.9,9.1
80,3637.2,4,0,40767.57,1,0.857,0.437,1,64.6,3.8,11.8
59,221.1,4,1,26605.00,0,4.693,1.728,0,95.6,2.8,8.9
22,8530.4,4,1,24565.93,1,6.950,3.347,0,89.7,1.6,9.9
28,747.7,4,1,54686.24,1,7.301,0.978,0,100.0,2.0,8.5
28,2594.7,4,0,3084.24,1,6.460,3.494,1,100.1,0.8,8.9
44,234.2,3,0,3629.79,0,6.395,3.050,0,63.5,1.4,7.1
43,2468.7,0,1,22395.25,0,5.815,2.813,0,33.6,2.9,8.5
62,536.6,4,0,3370.97,1,4.277,2.072,0,73.8,0.2,5.9
51,2233.0,3,1,35539.38,1,5.909,2.847,0,60.4,1.8,7.8
10,1466.4,0,0,97.83,0,5.262,2.673,0,32.0,1.1,6.2
33,1044.8,4,1,31782.21,1,6.128,0.817,0,95.8,7.7,13.8
58,4295.9,3,1,25979.82,1,5.772,3.114,0,46.7,6.5,11.8
66,556.3,4,0,3565.18,1,1.548,0.739,0,66.8,1.1,6.2
29,2300.5,0,1,6016.79,0,5.645,2.591,0,50.0,0.4,5.2
1,343.4,0,0,0.00,0,3.493,1.732,0,33.0,0.6,5.6
10,3057.6,0,0,142.27,0,5.338,2.745,1,31.1,0.5,8.7
47,1570.0,2,1,22323.39,0,5.405,2.495,1,47.0,8.5,14.7
6,864.9,0,0,103.49,0,4.593,1.886,0,29.7,0.8,4.7
44,1492.8,3,1,29093.42,1,5.116,2.632,1,52.4,5.3,13.8
54,371.1,3,1,22812.30,0,5.993,3.013,0,67.5,8.8,13.7
67,2761.3,4,0,3512.24,1,4.153,0.457,0,96.8,0.7,7.0
64,25.8,0,1,9525.38,1,5.469,2.672,0,15.3,3.1,7.3
45,551.3,3,1,36645.58,0,5.637,3.239,0,71.2,9.8,14.7
82,1044.8,4,0,40653.74,1,0.969,0.399,0,67.5,9.2,14.2
20,2551.3,0,1,6584.20,0,5.804,3.115,1,23.8,1.7,9.8
39,1169.4,4,1,14287.57,1,6.301,2.739,1,97.2,2.8,11.2
24,3303.2,1,0,3095.27,0,5.372,2.666,0,39.3,0.8,4.9
30,4515.1,4,1,34879.37,0,6.390,3.176,0,111.8,1.9,9.3
25,4078.2,4,1,9113.16,0,6.481,3.223,1,102.3,1.4,10.0
83,1417.1,0,0,15544.61,0,4.248,1.841,0,-9.2,3.0,5.9
54,3509.0,3,1,35650.03,0,6.074,3.064,0,59.3,7.4,12.3
17,726.4,2,1,53.51,1,6.298,3.096,0,75.8,0.6,5.6
26,221.1,3,1,26216.37,0,6.368,3.137,0,72.9,7.3,12.3
47,5145.2,0,1,21614.66,0,5.024,2.219,0,43.8,4.8,9.1
66,107.6,0,1,23688.58,0,4.808,2.075,0,27.1,8.2,13.7
51,4266.4,0,1,11951.21,1,6.060,3.084,0,24.2,3.0,7.3
67,2629.0,3,0,3050.25,1,1.136,0.489,0,31.6,1.2,6.5
77,791.5,2,0,22950.83,1,1.432,0.721,0,17.1,8.4,12.2
50,2332.3,4,1,41792.80,0,5.632,2.566,1,97.7,3.8,12.2
32,9686.9,1,1,32613.91,1,6.484,3.034,0,30.6,0.9,5.0
22,514.4,1,1,3358.44,0,6.231,2.720,0,41.3,1.0,7.1
17,4266.4,2,1,259.66,0,5.878,2.573,0,65.6,1.1,5.8
66,4069.8,4,0,3956.42,1,6.069,0.781,1,78.3,1.4,10.0
48,10609.4,3,1,51821.96,0,5.365,2.829,0,57.1,0.7,5.2
63,4332.1,0,1,24513.78,0,5.897,2.838,1,9.3,5.8,11.2
47,3268.3,3,1,28975.35,1,6.753,3.308,0,62.9,5.1,9.7
12,76.4,0,0,184.75,0,5.129,2.578,0,55.7,0.8,5.9
72,76.4,3,0,16771.26,1,4.457,0.559,0,47.6,6.7,12.3
52,1444.5,3,0,3001.03,1,5.170,2.189,1,66.6,0.9,7.9
26,2468.7,4,1,27270.95,0,5.980,2.490,1,106.8,6.1,14.4
50,581.7,3,1,32812.86,0,5.540,2.187,0,65.8,9.7,15.9
53,11174.1,4,1,20811.55,0,5.119,2.455,1,81.6,0.8,8.0
23,741.6,4,0,3081.10,0,6.876,3.553,0,103.2,0.5,6.8
62,200.6,3,0,3496.77,0,5.623,2.685,0,44.8,0.6,4.9
47,465.9,1,1,25219.97,0,5.646,2.673,0,41.1,7.8,12.3
7,355.1,0,0,303.60,0,4.626,2.148,0,27.7,0.9,6.7
51,855.8,1,1,33992.53,0,6.430,3.326,0,36.2,9.7,14.3
8,250.8,0,0,18.04,0,4.771,2.388,0,44.3,1.0,6.3
15,327.0,0,0,561.59,0,6.245,3.628,0,46.1,0.6,5.8
49,2594.7,4,0,3594.14,0,5.851,2.897,1,95.6,0.6,8.2
36,1786.3,2,1,26854.98,0,5.844,2.794,0,53.9,9.2,15.1
77,4042.2,3,0,27162.97,1,1.070,0.645,1,47.9,3.9,10.9
49,1492.8,1,1,18027.87,0,5.446,2.503,1,31.9,4.2,10.1
43,1536.3,4,1,44009.66,1,1.408,0.654,1,98.1,4.9,14.1
21,267.7,0,0,1821.09,0,7.127,3.143,0,34.4,0.9,4.9
55,2296.1,3,0,3093.17,1,5.769,0.599,1,71.8,0.8,8.7
10,4754.5,0,0,123.84,1,5.180,2.391,0,39.1,0.3,5.7
46,457.9,3,0,3131.98,0,5.646,2.916,0,62.7,0.4,6.7
44,586.3,4,0,3552.57,0,4.883,1.826,0,99.8,0.5,6.8
49,1992.3,1,1,28928.23,0,5.521,2.120,1,36.8,5.5,12.2
13,91.1,0,0,273.87,0,5.045,2.518,0,39.7,1.0,5.9
55,250.8,2,1,19886.93,1,6.507,2.839,0,39.0,6.5,11.9
51,3439.5,3,1,29248.51,1,5.922,0.750,1,77.4,4.2,12.0
39,1044.8,3,1,27067.30,1,6.603,3.125,0,73.1,7.8,12.9
70,268.2,4,0,35988.24,1,0.952,0.506,0,78.0,9.9,15.5
78,442.8,4,0,52705.69,0,4.529,2.367,0,70.8,9.8,14.7
60,267.7,3,1,21577.66,0,4.415,1.964,0,52.2,7.7,13.7
61,292.9,2,1,35326.53,0,6.048,3.390,0,21.4,5.1,11.3
46,4332.1,2,1,28669.14,0,5.338,2.727,0,47.4,5.6,11.0
71,195.7,0,0,14242.17,1,4.655,0.597,0,5.8,3.3,8.0
58,230.3,3,0,3181.40,1,1.602,0.792,0,54.3,0.7,5.8
31,1786.3,0,0,3096.86,0,5.859,2.248,1,38.3,1.1,9.8
4,153.1,0,0,193.04,0,4.148,2.259,0,27.1,0.6,6.7
45,112.0,1,1,16607.37,0,5.187,2.881,0,41.2,3.6,7.9
13,371.2,0,0,211.86,0,5.412,2.668,0,34.1,0.9,5.2
50,543.5,3,1,30752.24,1,6.035,2.920,0,50.1,3.0,7.6
14,4287.6,0,0,461.33,0,5.734,2.807,0,36.4,0.8,5.2
12,1752.4,0,0,145.95,0,5.113,2.412,1,53.5,1.1,8.1
1,3315.3,0,0,0.00,0,3.067,1.579,1,53.1,0.4,6.9
78,744.2,4,0,32600.27,1,3.495,0.500,0,71.1,8.4,13.5
51,6591.8,1,0,2746.18,0,4.807,2.237,1,25.5,0.8,9.3
32,2629.0,4,1,35335.71,0,6.299,2.857,1,96.7,3.1,12.7
40,1506.8,2,1,28082.59,0,6.090,3.149,1,51.9,5.6,11.9
43,507.1,2,1,34570.51,0,6.570,2.639,0,39.7,4.6,9.1
73,5493.8,2,0,32183.54,1,1.168,0.526,0,10.1,5.4,9.1
57,1786.3,3,1,24890.09,0,4.167,2.074,0,60.6,9.3,14.5
15,1506.8,0,0,755.98,1,5.881,3.164,1,45.0,1.1,7.3
23,1172.5,3,0,2136.05,0,6.606,3.022,0,89.4,1.1,6.7
45,112.0,3,1,24882.90,1,6.702,0.697,0,67.1,4.5,10.9
47,90.5,2,1,20595.37,0,5.158,2.196,0,50.0,2.3,6.8
29,3315.3,4,1,27580.01,0,6.244,2.879,1,96.1,2.9,11.4
51,1625.8,2,1,19316.19,1,6.262,3.488,0,46.9,3.2,8.6
22,106.9,3,1,27197.78,1,5.693,1.915,0,69.2,4.9,9.9
34,282.8,2,0,2718.00,1,6.859,3.516,0,55.5,0.5,6.0
46,5145.2,1,1,29597.16,0,5.974,3.351,0,39.2,5.7,12.4
33,4266.4,4,0,2478.12,0,5.890,2.673,1,92.7,0.4,10.4
23,3509.0,0,1,21321.98,0,5.868,2.898,0,34.6,4.5,8.9
28,6591.8,2,1,23855.69,0,5.957,2.799,1,52.8,2.8,9.4
59,14589.2,4,1,39093.38,0,5.186,2.511,0,78.4,0.8,6.6
78,157.7,2,0,31287.38,1,1.028,0.524,0,33.2,2.8,7.5
59,161.3,1,1,14560.84,1,5.787,2.722,0,17.2,4.7,8.6
76,515.8,0,0,16862.63,1,0.761,0.377,0,-2.9,6.0,9.8
73,183.4,2,0,14379.24,0,5.983,2.768,0,22.4,1.7,5.8
46,2332.3,0,1,35294.43,0,5.064,1.992,1,32.1,6.5,14.0
46,139.0,4,1,31520.64,1,5.014,2.517,0,105.5,5.8,13.1
88,744.2,4,0,56227.20,0,3.075,1.172,0,71.4,5.9,11.1
23,7838.7,3,1,26422.18,0,6.603,3.169,1,72.9,0.8,9.3
67,322.7,2,0,3191.81,1,4.161,0.482,0,25.6,0.4,4.8
37,2468.7,3,1,59797.62,0,5.834,2.793,1,72.7,2.3,10.1
4,46.2,0,0,130.06,0,4.164,2.120,0,22.5,0.4,5.1
46,783.3,2,1,35895.37,0,6.708,3.007,0,45.5,2.4,10.4
8,1570.0,0,0,183.58,0,4.965,2.120,1,47.1,0.2,7.9
52,174.8,4,1,33792.33,1,6.044,2.925,0,76.9,5.4,12.1
63,3637.2,4,1,25350.82,0,4.617,1.766,0,75.9,5.2,11.4
7,536.6,0,0,6.14,0,4.737,2.247,0,39.8,0.6,5.2
